country,area,event,description,source
South Africa,Emergency powers,Sunset provision - emergency declaration,Yes [Part II.B].,#N/A
South Africa,Emergency powers,Sunset provision - statute,NA.,#N/A
South Africa,Emergency powers,Sunset provision - individual regulations,"Yes - regulations promulgated in terms of the Disaster Management Act 2002 remain in force until repealed, or until the state of disaster lapses [Part II.C].",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e6?prd=OCC19#law-occ19-e6-div2-4
South Africa,Emergency powers,Renewal - emergency declaration,"Yes, national state of disaster must be renewed monthly after it has elapsed (done monthly) [Part II.B].",#N/A
South Africa,Emergency powers,Renewal - statute,NA.,#N/A
South Africa,Emergency powers,Renewal - individual regulations,NA.,NA.
South Africa,Emergency powers,Derogation,No [Part II.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e6?prd=OCC19#law-occ19-e6-div2-2
South Africa,Emergency powers,Opposition from opposition parties,Not mentioned.,NA.
South Africa,Emergency powers,Constitutional changes,No changes [Part I].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e6?prd=OCC19#law-occ19-e6-div1-1
South Africa,Emergency powers,Miscellaneous,NA.,#N/A
South Korea,Emergency powers,Declaration of emergency,Yes [Part II.A].,Forthcoming
South Korea,Emergency powers,Constitutional,No [Part II.A].,Forthcoming
South Korea,Emergency powers,Statutory,Yes [Part II.A].,Forthcoming
South Korea,Emergency powers,Suspension of bill of rights,No but restrictions [Part II.A].,Forthcoming
South Korea,Emergency powers,Suspension/postponement of elections,No [Part III.D].,Forthcoming
South Korea,Emergency powers,Stay-at-home orders,No [Part IV.A.1].,Forthcoming
South Korea,Emergency powers,Sunset provisions on stay-at-home orders,NA.,NA.
South Korea,Emergency powers,"Stay-at-home orders
proper (timewise)?",NA (no stay-at-home order),Forthcoming
South Korea,Emergency powers,Parliament continued to meet?,"Light interruption with light slowdown [Part III.B]: no closure, occasions when committee meetings or seminars were cancelled or postponed due to the infection of a news reporter or a self-quarantine of one of the Assembly members.",Forthcoming
South Korea,Emergency powers,Did Parliament continue to meet?,1,#N/A
South Korea,Emergency powers,Rule-making powers dependent emergency?,Yes [Part II.B].,Forthcoming
South Korea,Emergency powers,Ex ante judicial review,"No, not mentioned.",NA.
South Korea,Emergency powers,Type of parliamentary scrutiny (general),No parliamentary scrutiny [Part III.A].,Forthcoming
South Korea,Emergency powers,Type of parliamentary scrutiny (per instrument),No parliamentary scrutiny per instrument [Part III.A].,Forthcoming
South Korea,Emergency powers,Amendment possible?,NA.,NA.
South Korea,Emergency powers,Approval by 'package',Not mentioned.,NA.
South Korea,Emergency powers,What are fast-track procedures used for?,"Yes, unusually rapid and frequent amendments to existing legislation [Part II.B].",Forthcoming
South Korea,Emergency powers,Existence of coalition committees,Not mentioned.,NA.
South Korea,Emergency powers,Ex post judicial review,Yes [Part III.C].,Forthcoming
South Korea,Emergency powers,What type of statute for emergency powers?,1,Forthcoming
South Korea,Emergency powers,General - sunset provisions,"No, for most restrictions there were no sunset provisions [Part III.C].",Forthcoming
South Korea,Emergency powers,Sunset provision - emergency declaration,No [Part III.C].,#N/A
South Korea,Emergency powers,Sunset provision - statute,NA.,#N/A
South Korea,Emergency powers,Sunset provision - individual regulations,No [Part III.C].,Forthcoming
South Korea,Emergency powers,Renewal - emergency declaration,Not mentioned.,#N/A
South Korea,Emergency powers,Renewal - statute,NA.,#N/A
South Korea,Emergency powers,Renewal - individual regulations,NA.,NA.
South Korea,Emergency powers,Derogation,No [Part II.A].,Forthcoming
South Korea,Emergency powers,Opposition from opposition parties,Not mentioned.,NA.
South Korea,Emergency powers,Constitutional changes,No [Part I].,Forthcoming
South Korea,Emergency powers,Miscellaneous,NA.,#N/A
Spain,Emergency powers,Declaration of emergency,"Yes, nationwide 'state of alarm' for the first wave of the pandemic. Then local state of alarm in 3 municipalities of Madrid against will of local leaders during second wave. There was another nationwide state of alarm [Part II.A].",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e10?prd=OCC19#law-occ19-e10-div2-2
Spain,Emergency powers,Constitutional,Yes [Part II.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e10?prd=OCC19#law-occ19-e10-div2-2
Spain,Emergency powers,Statutory,No [Part II.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e10?prd=OCC19#law-occ19-e10-div2-2
Spain,Emergency powers,Suspension of bill of rights,No (Art. 55[1] Constitution) - debate regarding whether public health measures were restrictions or suspensions of fundamental rights [Part II.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e10?prd=OCC19#law-occ19-e10-div2-2
Spain,Emergency powers,Suspension/postponement of elections,Postponed (the pandemic provoked the postponement of the autonomic elections in Galicia and the Basque Country which had been initially scheduled for 5 April 2020 but took place on 12 July 2020) [Part III.D].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e10?prd=OCC19#law-occ19-e10-div2-9
Spain,Emergency powers,Stay-at-home orders,Yes [Part IV.A.1].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e10?prd=OCC19#law-occ19-e10-div3-15
Spain,Emergency powers,Sunset provisions on stay-at-home orders,Not mentioned.,NA.
Spain,Emergency powers,"Stay-at-home orders
proper (timewise)?",Yes (emergency declaration 14 March 2020 / stay-at-home order on the same day).,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e10?prd=OCC19#law-occ19-e10-div3-15
Spain,Emergency powers,Parliament continued to meet?,"Mild interruption with important slowdown in activities - Parliament was able to meet and perform its functions although there were disruptions in the first months of the pandemic. On 12 March 2020, Parliament was suspended for 15 days, except for a scheduled appearance of the Minister of Health before the Congress’ Committee for Health and for plenary sessions devoted to validation of royal decree-laws and extensions of the state of alarm. On 21 April, sessions resumed. After the initial period of disruption, parliamentary committees began to meet and to conduct their business without significant alterations. There have been complaints by opposition parties regarding the disproportionate political constraints imposed on parliamentary scrutiny during the pandemic [Part III.B].",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e10?prd=OCC19#law-occ19-e10-div2-7
Spain,Emergency powers,Did Parliament continue to meet?,1,#N/A
Spain,Emergency powers,Rule-making powers dependent emergency?,Yes [Part II.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e10?prd=OCC19#law-occ19-e10-div2-2
Spain,Emergency powers,Ex ante judicial review,"No, not mentioned.",NA.
Spain,Emergency powers,Type of parliamentary scrutiny (general),Ex post [Part III.A],https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e10?prd=OCC19#law-occ19-e10-div2-6
Spain,Emergency powers,Type of parliamentary scrutiny (per instrument),"For royal decree-law, confirmation without any amendment possible. Regulations are not subject to parliamentary scrutiny in this sense. (As regards royal decree-laws, Congress decides whether they should be confirmed through a yes or no vote which does not allow for amendments. However, if it confirms a royal decree-law, it can decide to process it as a draft bill under the urgent legislative procedure, where amendments are possible. On the other hand, public health regulations, directions, and guidance are not subject to a formal procedure of confirmation/rejection by Parliament [Part III.A]. Regulations are subject to parliamentary scrutiny through questions only).",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e10?prd=OCC19#law-occ19-e10-div2-2
Spain,Emergency powers,Amendment possible?,"Amendment possible (Congress shall be informed of the declaration of the state of alarm and must meet immediately for this purpose. Congress’s powers are exclusive when it comes to the authorization of an extension of a state of alarm beyond the period of the initial declaration, when it can also set the effects and scope of the declaration, therefore not being restricted to simply casting a yes or no vote) [Part II.A]. But As regards royal decree-laws, Congress decides whether they should be confirmed through a yes or no vote which does not allow for amendments [Part III.A].",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e10?prd=OCC19#law-occ19-e10-div2-2 ; https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e10?prd=OCC19#law-occ19-e10-div2-6
Spain,Emergency powers,Approval by 'package',Not mentioned.,NA.
Spain,Emergency powers,What are fast-track procedures used for?,Not mentioned.,NA.
Spain,Emergency powers,Existence of coalition committees,Not mentioned.,NA.
Spain,Emergency powers,Ex post judicial review,Yes - measures adopted under the state of alarm can be scrutinised by the judiciary [Part II.A and C] but only the SCC can review the declaration of the state of alarm.,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e10?prd=OCC19#law-occ19-e10-div2-2 ; https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e10?prd=OCC19#law-occ19-e10-div2-4
Spain,Emergency powers,What type of statute for emergency powers?,1,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e10?prd=OCC19#law-occ19-e10-div2-3
Spain,Emergency powers,General - sunset provisions,"Yes - a state of alarm can last only 15 days [Part II.A]. Regulations usually have no sunset clauses, except for those adopted on the basis of the state of alarm [Part II.C].",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e10?prd=OCC19#law-occ19-e10-div2-2 ; https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e10?prd=OCC19#law-occ19-e10-div2-4
Spain,Emergency powers,Sunset provision - emergency declaration,Yes [Part II.A].,#N/A
Spain,Emergency powers,Sunset provision - statute,NA.,#N/A
Spain,Emergency powers,Sunset provision - individual regulations,"Varies - regulations usually have no sunset clauses, except for those adopted on the basis of the state of alarm - usually applicable until the end of the emergency declaration [Part II.C]. In some cases, however, royal decree-laws and regulations adopted to fight the crisis expressly set out that some of their provisions shall cease to have effect after a specific date.",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e10?prd=OCC19#law-occ19-e10-div2-4
Spain,Emergency powers,Renewal - emergency declaration,"Yes - by Congress only, who can amend (rather than just accept or reject) the extension [Part II.A]. The first nationwide state of alarm was extended 6 times and lasted 3 months, the state of alarm declared in three municipalities of Madrid were not extended, and the second nationwide state of alarm was extended for a period of 6 months.",#N/A
Spain,Emergency powers,Renewal - statute,NA.,#N/A
Spain,Emergency powers,Renewal - individual regulations,Not mentioned.,NA.
Spain,Emergency powers,Derogation,No [Part II.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e10?prd=OCC19#law-occ19-e10-div2-2
Spain,Emergency powers,Opposition from opposition parties,No - but there have been complaints regarding the imposition of disproportionate constraints on parliamentary scrutiny [Part II.B].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e10?prd=OCC19#law-occ19-e10-div2-7
Spain,Emergency powers,Constitutional changes,No changes but tensions [Part I].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e10?prd=OCC19#law-occ19-e10-div1-2
Spain,Emergency powers,Miscellaneous,NA.,#N/A
Sweden,Emergency powers,Declaration of emergency,No [Part II.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e12?prd=OCC19#law-occ19-e12-div2-2
Sweden,Emergency powers,Constitutional,NA [Part II.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e12?prd=OCC19#law-occ19-e12-div2-2
Sweden,Emergency powers,Statutory,NA [Part II.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e12?prd=OCC19#law-occ19-e12-div2-2
Sweden,Emergency powers,Suspension of bill of rights,"No, only very few restrictions on fundamental rights [Part II.A] and no suspension of fundamental rights possible [Part IV.A].",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e12?prd=OCC19#law-occ19-e12-div2-2 ; https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e12?prd=OCC19#law-occ19-e12-div2-13
Sweden,Emergency powers,Suspension/postponement of elections,"No (no elections or referendums were scheduled to take place and therefore there was no disruption caused) [Part III.D]. IDEA: 'Local referendum, Malung-Sälen, Sweden​ (originally scheduled for 17 May 2020) moved to 27 September 2020'.",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e12?prd=OCC19#law-occ19-e12-div2-9
Sweden,Emergency powers,Stay-at-home orders,No [Part IV.A.1].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e12?prd=OCC19#law-occ19-e12-div3-14
Sweden,Emergency powers,Sunset provisions on stay-at-home orders,NA.,NA.
Sweden,Emergency powers,"Stay-at-home orders
proper (timewise)?",NA (no emergency declaration nor stay-at-home order).,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e12?prd=OCC19#law-occ19-e12-div3-14
Sweden,Emergency powers,Parliament continued to meet?,"Light interruption with light slowdown: Parliament continued its work, but a reduced number of members could participate; committees continued to meet [Part III.B].",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e12?prd=OCC19#law-occ19-e12-div2-7
Sweden,Emergency powers,Did Parliament continue to meet?,1,#N/A
Sweden,Emergency powers,Rule-making powers dependent emergency?,"No [Part II.A]. It was the designation of Covid-19 as dangerous to public health enabled the applicability of extraordinary measures. In addition, a specific Covid-19 Act was passed (of temporary nature) [Part II.B].",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e12?prd=OCC19#law-occ19-e12-div2-2 ; https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e12?prd=OCC19#law-occ19-e12-div2-3
Sweden,Emergency powers,Ex ante judicial review,No.,NA.
Sweden,Emergency powers,Type of parliamentary scrutiny (general),Ex post [Part III.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e12?prd=OCC19#law-occ19-e12-div2-6
Sweden,Emergency powers,Type of parliamentary scrutiny (per instrument),No information regarding parliamentary scrutiny per instrument (The decree-making power of the Government does not need to be renewed by the legislature [Part III.A]).,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e12?prd=OCC19#law-occ19-e12-div2-6
Sweden,Emergency powers,Amendment possible?,NA.,NA.
Sweden,Emergency powers,Approval by 'package',Not mentioned.,NA.
Sweden,Emergency powers,What are fast-track procedures used for?,"Yes, possible [Part II.C].",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e12?prd=OCC19#law-occ19-e12-div2-4
Sweden,Emergency powers,Existence of coalition committees,Not exactly but worth mentioning - the Committee on the Constitution (composed of 17 parliamentary members representing all political parties and chaired by members of the opposition) has full access to all records of decisions and all documents pertaining to governmental matters [Part III.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e12?prd=OCC19#law-occ19-e12-div2-6
Sweden,Emergency powers,Ex post judicial review,Yes - in principle possible [Part II.C; Part III.C].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e12?prd=OCC19#law-occ19-e12-div2-4 ; https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e12?prd=OCC19#law-occ19-e12-div2-8
Sweden,Emergency powers,What type of statute for emergency powers?,3,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e12?prd=OCC19#law-occ19-e12-div2-3
Sweden,Emergency powers,General - sunset provisions,"Yes - three groups of decrees: some have a 3-month expiration, some a set expiry date, and some others more general are not limited in time [Part II.C]. The Covid-19 Act is due to expire at the end of September 2021 [Part II.B].",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e12?prd=OCC19#law-occ19-e12-div2-3 ; https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e12?prd=OCC19#law-occ19-e12-div2-4
Sweden,Emergency powers,Sunset provision - emergency declaration,NA.,#N/A
Sweden,Emergency powers,Sunset provision - statute,Yes - for the Covid-19 Act [Part II.B].,#N/A
Sweden,Emergency powers,Sunset provision - individual regulations,Yes - except for some decrees that are not limited in time [Part II.C],https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e12?prd=OCC19#law-occ19-e12-div2-4
Sweden,Emergency powers,Renewal - emergency declaration,NA.,#N/A
Sweden,Emergency powers,Renewal - statute,NA.,#N/A
Sweden,Emergency powers,Renewal - individual regulations,"Yes - for the 3-month decrees, possibility to be renewed on a trimestrial basis  (with Parliament's approval) [Part II.C].",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e12?prd=OCC19#law-occ19-e12-div2-4
Sweden,Emergency powers,Derogation,No [Part II.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e12?prd=OCC19#law-occ19-e12-div2-2
Sweden,Emergency powers,Opposition from opposition parties,No - no significant complaints [Part III.B].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e12?prd=OCC19#law-occ19-e12-div2-7
Sweden,Emergency powers,Constitutional changes,No changes [Part I].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e12?prd=OCC19#law-occ19-e12-div1-2
Sweden,Emergency powers,Miscellaneous,NA.,#N/A
Taiwan,Emergency powers,Declaration of emergency,No [Part II.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e18?prd=OCC19#law-occ19-e18-div2-2
Taiwan,Emergency powers,Constitutional,NA [Part II.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e18?prd=OCC19#law-occ19-e18-div2-2
Taiwan,Emergency powers,Statutory,NA [Part II.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e18?prd=OCC19#law-occ19-e18-div2-2
Taiwan,Emergency powers,Suspension of bill of rights,No [Part II.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e18?prd=OCC19#law-occ19-e18-div2-2
Taiwan,Emergency powers,Suspension/postponement of elections,"No (all elections in Taiwan were carried out on schedule this year. After the CECC was set up in response to the pandemic on 20 January 2020, there have been more than ten elections or by-elections and one recall so far, ranging from a town mayor to the mayor of Kaohsiung, a major city in Taiwan) [Part III.D].",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e18?prd=OCC19#law-occ19-e18-div2-9
Taiwan,Emergency powers,Stay-at-home orders,No [Part IV.A.1].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e18?prd=OCC19#law-occ19-e18-div3-13
Taiwan,Emergency powers,Sunset provisions on stay-at-home orders,NA.,NA.
Taiwan,Emergency powers,"Stay-at-home orders
proper (timewise)?",NA (no emergency declaration nor stay-at-home order).,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e18?prd=OCC19#law-occ19-e18-div3-13
Taiwan,Emergency powers,Parliament continued to meet?,Light interruption with light slowdown: the legislature and the committees operated normally during the pandemic [Part III.B].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e18?prd=OCC19#law-occ19-e18-div2-7
Taiwan,Emergency powers,Did Parliament continue to meet?,1,#N/A
Taiwan,Emergency powers,Rule-making powers dependent emergency?,"No [Part II.A]. The Executive Yuan relied on pre-pandemic statutes, such as the CDC Act. A Covid-19 Special Act was also passed [Part II.B].",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e18?prd=OCC19#law-occ19-e18-div2-2 ; https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e18?prd=OCC19#law-occ19-e18-div2-3
Taiwan,Emergency powers,Ex ante judicial review,"No, not mentioned.",NA.
Taiwan,Emergency powers,Type of parliamentary scrutiny (general),Ex post [Part III.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e18?prd=OCC19#law-occ19-e18-div2-6
Taiwan,Emergency powers,Type of parliamentary scrutiny (per instrument),"Made-affirmative procedure (if the Legislative Yuan does not concur on any important policy of the Executive Yuan, it may, by resolution, request that the Executive Yuan alter the policy [Part III.A].  Executive decrees issued by any central government agency must be submitted to the Legislative Yuan to be either taken note of or be referred to a committee for examination. Should the Legislative Yuan determine that a decree contravenes, alters, or violates any law, or that a decree has regulated certain matters that should have been stipulated by law, it may, upon the resolution of the Yuan Sitting, inform the initiating government agency and ask them to revise or revoke the decree within two months. Should said governmental agency fail to do so, the decree is voided forthwith).",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e18?prd=OCC19#law-occ19-e18-div2-6
Taiwan,Emergency powers,Amendment possible?,Yes - possibility for the Legislative Yuan to ask the Executive Yuan to alter a policy [Part III.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e18?prd=OCC19#law-occ19-e18-div2-6
Taiwan,Emergency powers,Approval by 'package',Not mentioned.,NA.
Taiwan,Emergency powers,What are fast-track procedures used for?,Yes - for the adoption of the Covid-19 Special Act (6 days) [Part II.B].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e18?prd=OCC19#law-occ19-e18-div2-3
Taiwan,Emergency powers,Existence of coalition committees,Not mentioned.,NA.
Taiwan,Emergency powers,Ex post judicial review,"Yes, it is possible [Part II.C].",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e18?prd=OCC19#law-occ19-e18-div2-4
Taiwan,Emergency powers,What type of statute for emergency powers?,3,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e18?prd=OCC19#law-occ19-e18-div2-3
Taiwan,Emergency powers,General - sunset provisions,Yes - the Covid-19 Special Act expires on 30 June 2021 [Part II.B].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e18?prd=OCC19#law-occ19-e18-div2-3
Taiwan,Emergency powers,Sunset provision - emergency declaration,NA.,#N/A
Taiwan,Emergency powers,Sunset provision - statute,Yes - for the Covid-19 Special Act [Part II.B].,#N/A
Taiwan,Emergency powers,Sunset provision - individual regulations,Not mentioned.,NA.
Taiwan,Emergency powers,Renewal - emergency declaration,NA.,#N/A
Taiwan,Emergency powers,Renewal - statute,Yes - the Covid-19 Special Act can be extended with the approval of the Legislative Yuan [Part II.B].,#N/A
Taiwan,Emergency powers,Renewal - individual regulations,Not mentioned.,NA.
Taiwan,Emergency powers,Derogation,"No, not from HR treaties (but from the GATT [Part II.A]).",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e18?prd=OCC19#law-occ19-e18-div2-2
Taiwan,Emergency powers,Opposition from opposition parties,"No - the Democratic Party had just won elections by a landslide, so this, in addition to the public support for the measures, did potentially discourage legislators from further scrutiny [Part III.B].",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e18?prd=OCC19#law-occ19-e18-div2-7
Taiwan,Emergency powers,Constitutional changes,No changes [Part I].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e18?prd=OCC19#law-occ19-e18-div1-3
Taiwan,Emergency powers,Miscellaneous,NA.,#N/A
Thailand,Emergency powers,Declaration of emergency,Yes - 'state of emergency' [Part II.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e29?prd=OCC19#law-occ19-e29-div2-2
Thailand,Emergency powers,Constitutional,No [Part II.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e29?prd=OCC19#law-occ19-e29-div2-2
Thailand,Emergency powers,Statutory,Yes - (and also through the 2005 Decree) [Part II.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e29?prd=OCC19#law-occ19-e29-div2-2
Thailand,Emergency powers,Suspension of bill of rights,No [Part II.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e29?prd=OCC19#law-occ19-e29-div2-2
Thailand,Emergency powers,Suspension/postponement of elections,"No (no election was suspended. The last general election was in March 2019, so there would not be any no general election until 2023 anyhow. Since Covid-19 struck, the Election Commission has held two by-elections and two nation-wide local elections, all of which were on schedule) [Part III.D].",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e29?prd=OCC19#law-occ19-e29-div2-9
Thailand,Emergency powers,Stay-at-home orders,No - or limited to an encouragement for certain categories of the population with a high risk of infection [Part IV.A.1].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e29?prd=OCC19#law-occ19-e29-div3-15
Thailand,Emergency powers,Sunset provisions on stay-at-home orders,NA.,NA.
Thailand,Emergency powers,"Stay-at-home orders
proper (timewise)?",NA (emergency declaration 26 March 2020 / no stay-at-home order).,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e29?prd=OCC19#law-occ19-e29-div3-15
Thailand,Emergency powers,Parliament continued to meet?,Light interruption with light slowdown in activities - the parliamentary session continued with minimal interruption. It closed prematurely in April 2020 but resumed as planned on 22 May 2020. There was a 2-day suspension on 24-25 December 2020 but committees could meet. The premature closure of Parliament was criticised by the opposition [Part III.B].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e29?prd=OCC19#law-occ19-e29-div2-7
Thailand,Emergency powers,Did Parliament continue to meet?,1,#N/A
Thailand,Emergency powers,Rule-making powers dependent emergency?,Yes [Part II.B].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e29?prd=OCC19#law-occ19-e29-div2-3
Thailand,Emergency powers,Ex ante judicial review,"No, not mentioned.",NA.
Thailand,Emergency powers,Type of parliamentary scrutiny (general),No accountability since 2005 (the 2005 Decree has already given the prime minister an absolute power with virtually no accountability [Part III.A]).,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e29?prd=OCC19#law-occ19-e29-div2-6
Thailand,Emergency powers,Type of parliamentary scrutiny (per instrument),No parliamentary scrutiny per instrument [Part III.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e29?prd=OCC19#law-occ19-e29-div2-6
Thailand,Emergency powers,Amendment possible?,NA.,NA.
Thailand,Emergency powers,Approval by 'package',Not mentioned.,NA.
Thailand,Emergency powers,What are fast-track procedures used for?,Not mentioned.,NA.
Thailand,Emergency powers,Existence of coalition committees,Not mentioned.,NA.
Thailand,Emergency powers,Ex post judicial review,"No, not possible (ouster clause that prevents regulations from being reviewed by the Administrative Court) [Part II.C].",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e29?prd=OCC19#law-occ19-e29-div2-4
Thailand,Emergency powers,What type of statute for emergency powers?,1,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e29?prd=OCC19#law-occ19-e29-div2-3
Thailand,Emergency powers,General - sunset provisions,Yes - the state of emergency expired after three months [Part II.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e29?prd=OCC19#law-occ19-e29-div2-2
Thailand,Emergency powers,Sunset provision - emergency declaration,Yes [Part II.A].,#N/A
Thailand,Emergency powers,Sunset provision - statute,Not mentioned.,#N/A
Thailand,Emergency powers,Sunset provision - individual regulations,Not mentioned.,NA.
Thailand,Emergency powers,Renewal - emergency declaration,Yes - the state of emergency has been extended 10 times and continues to this day [Part II.A].,#N/A
Thailand,Emergency powers,Renewal - statute,Not mentioned.,#N/A
Thailand,Emergency powers,Renewal - individual regulations,Not mentioned.,NA.
Thailand,Emergency powers,Derogation,Yes [Part II.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e29?prd=OCC19#law-occ19-e29-div2-2
Thailand,Emergency powers,Opposition from opposition parties,"Yes - although the Prime Minister controls the lower house, the opposition still managed to open a debate of no-confidence (which was not successful) [Part III.A].",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e29?prd=OCC19#law-occ19-e29-div2-6
Thailand,Emergency powers,Constitutional changes,Not mentioned.,NA.
Thailand,Emergency powers,Miscellaneous,"The country is ruled by the military junta, so the parliamentary oversight is considered disfunctional [Part III.A].",#N/A
Turkey,Emergency powers,Declaration of emergency,No [Part II.A].,Forthcoming
Turkey,Emergency powers,Constitutional,NA [Part II.A].,Forthcoming
Turkey,Emergency powers,Statutory,NA - but used specific laws to impose specific measures despite the absence of declaration [Part II.B].,Forthcoming
Turkey,Emergency powers,Suspension of bill of rights,No [Part II.A].,Forthcoming
Turkey,Emergency powers,Suspension/postponement of elections,"No national elections were postponed, but municipal elections were postponed [Part III.D].",Forthcoming
Turkey,Emergency powers,Stay-at-home orders,Yes - but limited to certain age categories [Part IV.A.1].,Forthcoming
Turkey,Emergency powers,Sunset provisions on stay-at-home orders,Not mentioned.,NA.
